"ruleId","titleZhHant","grammarCategory","formula","structuralSignature","incorrectPattern","correctPattern","explanationZhHant","correctExamples","incorrectExamples","alternativeCorrections","englishVariant","status","version","author"
"ARTICLE_PROPER_INSTITUTION_EASTFORD_ZERO","文法規則：ARTICLE PROPER_INSTITUTION EASTFORD_ZERO","article_or_determiner","ARTICLE.PROPER_INSTITUTION.EASTFORD_ZERO","[""article"",""proper_institution"",""eastford_zero""]","The Eastford College","Eastford College","Eastford College 是完整專名，前面不用 the。正式名稱的冠詞必須按機構核准寫法處理；例如 the University of Westhaven 可以正確帶 the。","[""Eastford College""]","[""The Eastford College""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_PROPER_INSTITUTION_NORTHBRIDGE_ZERO","文法規則：ARTICLE PROPER_INSTITUTION NORTHBRIDGE_ZERO","article_or_determiner","ARTICLE.PROPER_INSTITUTION.NORTHBRIDGE_ZERO","[""article"",""proper_institution"",""northbridge_zero""]","The Northbridge University","Northbridge University","Northbridge University 是本資料集指定的完整校名，前面不加 the。正式機構名稱的冠詞屬於名稱本身，系統必須先確認官方寫法，不可只看 University 自動刪除冠詞。","[""Northbridge University""]","[""The Northbridge University""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_RIVER_NAME_THE_RIVER_NAME","文法規則：ARTICLE RIVER_NAME THE_RIVER_NAME","article_or_determiner","ARTICLE.RIVER_NAME.THE_RIVER_NAME","[""article"",""river_name"",""the_river_name""]","River Elin","the River Elin","本資料集把官方名稱定為 the River Elin。河流名稱通常帶 the，但專名必須按地圖標示確認。","[""the River Elin""]","[""River Elin""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_ROUTE_NUMBER_DEFINITE_THE","文法規則：ARTICLE ROUTE_NUMBER DEFINITE_THE","article_or_determiner","ARTICLE.ROUTE_NUMBER.DEFINITE_THE","[""article"",""route_number"",""definite_the""]","taking number 12 bus","taking the number 12 bus","指具有特定路線編號的巴士時，使用 the：the number 12 bus。 也可寫 take bus number 12。","[""taking the number 12 bus""]","[""taking number 12 bus""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_SINGULAR_COUNT_UNIFORM_IN_GERUND","文法規則：ARTICLE SINGULAR_COUNT UNIFORM IN_GERUND","article_or_determiner","ARTICLE.SINGULAR_COUNT.UNIFORM.IN_GERUND","[""article"",""singular_count"",""uniform"",""in_gerund""]","wearing uniform","wearing a uniform","uniform 在這裡是單數可數名詞，因此需要冠詞 a。即使整個結構由動名詞 wearing 開始，動名詞後面的名詞詞組仍須遵守冠詞規則。泛指多種校服時可寫 wearing uniforms。","[""wearing a uniform""]","[""wearing uniform"",""Wearing uniform""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_SPECIFIC_COMMON_ROOM_THE","文法規則：ARTICLE SPECIFIC COMMON_ROOM_THE","article_or_determiner","ARTICLE.SPECIFIC.COMMON_ROOM_THE","[""article"",""specific"",""common_room_the""]","in common room","in the common room","common room 是單數可數名詞，並指學生已知的特定房間，所以需要 the。","[""in the common room""]","[""in common room""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_SPECIFIC_KNOWN_PLACE_THE","文法規則：ARTICLE SPECIFIC_KNOWN_PLACE THE","article_or_determiner","ARTICLE.SPECIFIC_KNOWN_PLACE.THE","[""article"",""specific_known_place"",""the""]","in library","in the library","這裡指該大學內已知的特定圖書館，單數可數名詞前需要 the。","[""in the library""]","[""in library""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_SPECIFIC_RAMP_THE","文法規則：ARTICLE SPECIFIC_RAMP THE","article_or_determiner","ARTICLE.SPECIFIC_RAMP.THE","[""article"",""specific_ramp"",""the""]","southern","the southern","這裡指已界定的特定斜道，需要 the。","[""the southern""]","[""southern""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_SPECIFIC_UNIVERSITY_THE_VISIT","文法規則：ARTICLE SPECIFIC_UNIVERSITY THE_VISIT","article_or_determiner","ARTICLE.SPECIFIC_UNIVERSITY.THE_VISIT","[""article"",""specific_university"",""the_visit""]","come to university for public lectures","come to the university for public lectures","訪客不是以學生身分「上大學」，而是前往前文所指的特定大學參加講座，因此使用 the university。判斷取決於人物角色和目的。","[""come to the university for public lectures""]","[""come to university for public lectures""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_SUPERLATIVE_THE_REQUIRED","文法規則：ARTICLE SUPERLATIVE THE_REQUIRED","article_or_determiner","ARTICLE.SUPERLATIVE.THE_REQUIRED","[""article"",""superlative"",""the_required""]","remained lowest","remained the lowest","最高級表示一組之中的極端位置，通常使用 the： the lowest。","[""remained the lowest""]","[""remained lowest""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_TITLE_NAME_ZERO","文法規則：ARTICLE TITLE_NAME ZERO","article_or_determiner","ARTICLE.TITLE_NAME.ZERO","[""article"",""title_name"",""zero""]","The Professor Malik","Professor Malik","職銜直接放在人名之前時通常不用冠詞： Professor Malik、 Dr Chen。若沒有姓名，可以寫 the professor。","[""Professor Malik""]","[""The Professor Malik""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_TRANSPORT_BY_ZERO","文法規則：ARTICLE TRANSPORT BY_ZERO","article_or_determiner","ARTICLE.TRANSPORT.BY_ZERO","[""article"",""transport"",""by_zero""]","by the bus","by bus","表示交通方式，用 by + 零冠詞交通工具：by bus、by train。表示人在某一架巴士上時，則寫 on the bus。","[""by bus""]","[""by the bus""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_UNCOUNTABLE_GENERIC_RESEARCH_ZERO","文法規則：ARTICLE UNCOUNTABLE_GENERIC RESEARCH ZERO","article_or_determiner","ARTICLE.UNCOUNTABLE_GENERIC.RESEARCH.ZERO","[""article"",""uncountable_generic"",""research"",""zero""]","conduct the research","conduct research","泛指研究活動時， research 是不可數名詞並使用零冠詞。若指前文已界定的某項研究，可使用 the research。","[""conduct research""]","[""conduct the research""]","[]","British English","approved","1","Edmund Sir"
"ARTICLE_UNIQUE_CONTEXT_MAIN_THE","文法規則：ARTICLE UNIQUE_CONTEXT MAIN_THE","article_or_determiner","ARTICLE.UNIQUE_CONTEXT.MAIN_THE","[""article"",""unique_context"",""main_the""]","in a main library","in the main library","一間學院通常有在語境中可識別的主要圖書館，因此使用 the main library。若有多間同等的主要圖書館，a 才可能合適。","[""in the main library""]","[""in a main library""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_BEEN_TO_RETURNED_VISIT","文法規則：ASPECT BEEN_TO RETURNED_VISIT","verb_form_or_tense","ASPECT.BEEN_TO.RETURNED_VISIT","[""aspect"",""been_to"",""returned_visit""]","had gone to London","had been to London","have／ had been to 表示曾到訪並已離開；have／had gone to 通常表示已前往而仍未返回。由於學生現在正在講述經歷，目標用 been to。","[""had been to London""]","[""had gone to London""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_GONE_TO_STILL_AWAY","文法規則：ASPECT GONE_TO STILL_AWAY","verb_form_or_tense","ASPECT.GONE_TO.STILL_AWAY","[""aspect"",""gone_to"",""still_away""]","had been to Manchester and would not return","had gone to Manchester and would not return","would not return until Friday 顯示哥哥當時仍在 Manchester，因此用 had gone to。若他已經回來，才可用 had been to。","[""had gone to Manchester and would not return""]","[""had been to Manchester and would not return""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_NEVER_BEEN_TO_EXPERIENCE","文法規則：ASPECT NEVER_BEEN_TO EXPERIENCE","verb_form_or_tense","ASPECT.NEVER_BEEN_TO.EXPERIENCE","[""aspect"",""never_been_to"",""experience""]","had never gone to Eastford before","had never been to Eastford before","表示過去某時點之前從未有到訪經驗，通常用 had never been to。","[""had never been to Eastford before""]","[""had never gone to Eastford before""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_STATIVE_BELONG_SIMPLE_NOT_PROGRESSIVE","文法規則：ASPECT STATIVE BELONG SIMPLE_NOT_PROGRESSIVE","verb_form_or_tense","ASPECT.STATIVE.BELONG.SIMPLE_NOT_PROGRESSIVE","[""aspect"",""stative"",""belong"",""simple_not_progressive""]","is belonging","belongs","belong 表示所屬關係，通常不用進行式。標準結構是 belong to + 所有人／機構。","[""belongs""]","[""is belonging""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_STATIVE_CONTAIN_SIMPLE_NOT_PROGRESSIVE","文法規則：ASPECT STATIVE CONTAIN SIMPLE_NOT_PROGRESSIVE","verb_form_or_tense","ASPECT.STATIVE.CONTAIN.SIMPLE_NOT_PROGRESSIVE","[""aspect"",""stative"",""contain"",""simple_not_progressive""]","is containing","contains","contain 表示某物包含甚麼時通常是狀態動詞，用一般現在式 contains，不用進行式。當 contain 表示正在控制火勢等較動態意思時，進行式可能成立。","[""contains""]","[""is containing""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_STATIVE_KNOW_SIMPLE_NOT_PROGRESSIVE","文法規則：ASPECT STATIVE KNOW SIMPLE_NOT_PROGRESSIVE","verb_form_or_tense","ASPECT.STATIVE.KNOW.SIMPLE_NOT_PROGRESSIVE","[""aspect"",""stative"",""know"",""simple_not_progressive""]","are knowing","know","know 表示持有知識或認知狀態，通常使用一般時態。 get to know 表示逐漸認識時則可有進行形式。","[""know""]","[""are knowing""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_STATIVE_OWN_SIMPLE_NOT_PROGRESSIVE","文法規則：ASPECT STATIVE OWN SIMPLE_NOT_PROGRESSIVE","verb_form_or_tense","ASPECT.STATIVE.OWN.SIMPLE_NOT_PROGRESSIVE","[""aspect"",""stative"",""own"",""simple_not_progressive""]","is owning","owns","own 表示擁有時通常是狀態動詞，使用一般現在式。若 own 被特殊地轉成動態或暫時意思，才可能有例外。","[""owns""]","[""is owning""]","[]","British English","approved","1","Edmund Sir"
"ASPECT_TEMPORARY_ACTIVITY_PRESENT_PROGRESSIVE","文法規則：ASPECT TEMPORARY_ACTIVITY PRESENT_PROGRESSIVE","verb_form_or_tense","ASPECT.TEMPORARY_ACTIVITY.PRESENT_PROGRESSIVE","[""aspect"",""temporary_activity"",""present_progressive""]","check","are checking","this week 表示目前有限期間內正在進行的臨時工作，因此使用現在進行式。若這是每週固定程序，則一般現在式可能正確。","[""are checking""]","[""check""]","[]","British English","approved","1","Edmund Sir"
"AUXILIARY_PROGRESSIVE_BE_NOT_ING","文法規則：AUXILIARY PROGRESSIVE BE_NOT_ING","modal_or_auxiliary","AUXILIARY.PROGRESSIVE.BE_NOT_ING","[""auxiliary"",""progressive"",""be_not_ing""]","do not wearing","are not wearing","現在進行式使用 be + 動詞-ing。 主語 the staff 在本句按複數群體處理，所以寫 are not wearing。do not 後面則必須接原形 wear。","[""are not wearing""]","[""do not wearing""]","[]","British English","approved","1","Edmund Sir"
"CAUSATIVE_GET_NP_TO_INFINITIVE","文法規則：CAUSATIVE GET NP TO_INFINITIVE","other_grammar","CAUSATIVE.GET.NP.TO_INFINITIVE","[""causative"",""get"",""np"",""to_infinitive""]","got a volunteer install","got a volunteer to install","get 表示說服或安排某人做事時，使用 get + 人 + to + 動詞原形。 它與 have + 人 + 動詞原形的結構不同。","[""got a volunteer to install""]","[""got a volunteer install""]","[]","British English","approved","1","Edmund Sir"
"CAUSATIVE_HAVE_NP_BASE_VERB","文法規則：CAUSATIVE HAVE NP BASE_VERB","other_grammar","CAUSATIVE.HAVE.NP.BASE_VERB","[""causative"",""have"",""np"",""base_verb""]","had a technician to repair","had a technician repair","主動使役結構使用 have + 人 + 動詞原形，所以不加 to。 若重點是物件接受維修，可寫 had the scanner repaired。","[""had a technician repair""]","[""had a technician to repair""]","[]","British English","approved","1","Edmund Sir"
"CHANGE_DECLINE_FROM_TO","文法規則：CHANGE DECLINE FROM_TO","comparison","CHANGE.DECLINE.FROM_TO","[""change"",""decline"",""from_to""]","between 37 and 33 per cent","from 37 to 33 per cent","描述有方向的下降過程，用 decline from A to B。 between A and B 較適合描述變動範圍。","[""from 37 to 33 per cent""]","[""between 37 and 33 per cent""]","[]","British English","approved","1","Edmund Sir"
"CHANGE_FALL_BY_AMOUNT","文法規則：CHANGE FALL BY_AMOUNT","comparison","CHANGE.FALL.BY_AMOUNT","[""change"",""fall"",""by_amount""]","fell of 1.1 MWh","fell by 1.1 MWh","fall by + 數值表示下降了多少。名詞結構才使用 a fall of 1.1 MWh。","[""fell by 1.1 MWh""]","[""fell of 1.1 MWh""]","[]","British English","approved","1","Edmund Sir"
"CHANGE_FALL_TO_ENDPOINT","文法規則：CHANGE FALL TO_ENDPOINT","comparison","CHANGE.FALL.TO_ENDPOINT","[""change"",""fall"",""to_endpoint""]","at 3.4 MWh","to 3.4 MWh","fall to + 數值表示下降後的最終水平。fall by 表示下降幅度。","[""to 3.4 MWh"",""fallen further to 3.0 MWh"",""to""]","[""at 3.4 MWh"",""fallen further at 3.0 MWh"",""by""]","[]","British English","approved","1","Edmund Sir"
